feature,importance,importance_std,split_id,train_end,horizon,model
share_nature_unspecified_traumatic_rollmean12_lag1,3.6676264875401546e-05,0.0012601135530729106,1,2018-12-01,1,XGBoost
share_event_contact_objects_rollmean12_lag1,0.007993232255824245,0.0035639618556157905,1,2018-12-01,1,XGBoost
share_event_falls_slips_trips_rollmean12_lag1,0.002934579442313667,0.0018015490610914335,1,2018-12-01,1,XGBoost
share_event_other_rollmean12_lag1,0.002408707196888704,0.0010872952923241524,1,2018-12-01,1,XGBoost
share_event_transportation_rollmean12_lag1,-0.001898058896541155,0.0015799768979557643,1,2018-12-01,1,XGBoost
year,0.0,0.0,1,2018-12-01,1,LightGBM
month,0.0015731798618712322,0.0023466152977877903,1,2018-12-01,1,LightGBM
quarter,0.0,0.0,1,2018-12-01,1,LightGBM
month_sin,0.001464559699070367,0.0005867816681423669,1,2018-12-01,1,LightGBM
month_cos,0.007324619882123162,0.0040508906004698185,1,2018-12-01,1,LightGBM
HospRisk_lag1,0.0025015060108822375,0.002685022106991901,1,2018-12-01,1,LightGBM
HospRisk_lag2,0.0011469913838375255,0.0012320529077795544,1,2018-12-01,1,LightGBM
HospRisk_lag3,0.0012879511467317917,0.0011504991702149308,1,2018-12-01,1,LightGBM
HospRisk_lag6,0.0031234813175287533,0.0009212156316425533,1,2018-12-01,1,LightGBM
HospRisk_lag12,0.005150567508946791,0.0018156399324651027,1,2018-12-01,1,LightGBM
HospRisk_rollmean3,0.0006401255242795334,0.0008219305398351033,1,2018-12-01,1,LightGBM
HospRisk_rollmean6,0.002037192636016294,0.001496613604209959,1,2018-12-01,1,LightGBM
HospRisk_rollmean12,0.11164876428771611,0.006659733349986394,1,2018-12-01,1,LightGBM
HospRisk_ewm3,0.013113145329645581,0.001284375221631534,1,2018-12-01,1,LightGBM
HospRisk_ewm6,-0.001994480384385955,0.0003182009231687732,1,2018-12-01,1,LightGBM
HospRisk_ewm12,0.010328058190930111,0.0022712430310822197,1,2018-12-01,1,LightGBM
share_nature_fractures_rollmean12_lag1,0.0006791435948885871,0.0006907364488110006,1,2018-12-01,1,LightGBM
share_nature_other_rollmean12_lag1,0.001142218666167516,0.0013923985459481575,1,2018-12-01,1,LightGBM
share_nature_other_traumatic_rollmean12_lag1,0.0004190700303063344,0.0009444177043910124,1,2018-12-01,1,LightGBM
share_nature_unspecified_traumatic_rollmean12_lag1,-4.657555757253684e-05,0.0004529583499985923,1,2018-12-01,1,LightGBM
share_event_contact_objects_rollmean12_lag1,0.007833318857926153,0.0025640938016472585,1,2018-12-01,1,LightGBM
share_event_falls_slips_trips_rollmean12_lag1,0.004891178222436676,0.0015218673387296636,1,2018-12-01,1,LightGBM
share_event_other_rollmean12_lag1,0.0012312918549395868,0.0012579597701148448,1,2018-12-01,1,LightGBM
share_event_transportation_rollmean12_lag1,-0.000869508656081297,0.0023565147303420105,1,2018-12-01,1,LightGBM
year,0.0,0.0,1,2018-12-01,1,CatBoost
month,-0.00043281079406101155,0.0011712318764783407,1,2018-12-01,1,CatBoost
quarter,-0.00023128459903695164,0.00025398864241215583,1,2018-12-01,1,CatBoost
month_sin,-0.00017752413819462908,0.00035190573217180773,1,2018-12-01,1,CatBoost
month_cos,0.004710879678972157,0.003962852562497776,1,2018-12-01,1,CatBoost
HospRisk_lag1,0.0010329845675088102,0.0016706876691389263,1,2018-12-01,1,CatBoost
HospRisk_lag2,-0.0004276983268583168,0.0012585682106392936,1,2018-12-01,1,CatBoost
HospRisk_lag3,-0.00019315644633082217,0.0006614374721531868,1,2018-12-01,1,CatBoost
HospRisk_lag6,0.0017589905899923041,0.001187762414162616,1,2018-12-01,1,CatBoost
HospRisk_lag12,0.0019222145561316518,0.0014054478885094943,1,2018-12-01,1,CatBoost
HospRisk_rollmean3,-0.0008709012460848875,0.00023505985481348955,1,2018-12-01,1,CatBoost
HospRisk_rollmean6,0.0037243159131900017,0.0022414229087612675,1,2018-12-01,1,CatBoost
HospRisk_rollmean12,0.048470512372011255,0.00552645740262102,1,2018-12-01,1,CatBoost
HospRisk_ewm3,0.0043243806622693115,0.0008816044155859133,1,2018-12-01,1,CatBoost
HospRisk_ewm6,0.0017056870121375024,0.0012052335078478933,1,2018-12-01,1,CatBoost
HospRisk_ewm12,0.01645911898369564,0.0040212557020573225,1,2018-12-01,1,CatBoost
share_nature_fractures_rollmean12_lag1,-1.0237694021641985e-05,0.00029974684235081723,1,2018-12-01,1,CatBoost
share_nature_other_rollmean12_lag1,-0.000791532144957674,0.0015259976509253944,1,2018-12-01,1,CatBoost
share_nature_other_traumatic_rollmean12_lag1,0.0011480979141198166,0.0011492406214751688,1,2018-12-01,1,CatBoost
share_nature_unspecified_traumatic_rollmean12_lag1,0.00045722855928075344,0.0007032900922896184,1,2018-12-01,1,CatBoost
share_event_contact_objects_rollmean12_lag1,0.0013595155109904055,0.00103826368517217,1,2018-12-01,1,CatBoost
share_event_falls_slips_trips_rollmean12_lag1,0.0037778133102096432,0.0012394403119264203,1,2018-12-01,1,CatBoost
share_event_other_rollmean12_lag1,0.0011057118096217677,0.0004945313758744832,1,2018-12-01,1,CatBoost
share_event_transportation_rollmean12_lag1,-0.00022387069396146987,0.0008400920602304446,1,2018-12-01,1,CatBoost
year,0.0,0.0,1,2018-12-01,3,Ridge
month,0.03957245777471905,0.004094491965583583,1,2018-12-01,3,Ridge
quarter,0.0780887925738156,0.006621939209497362,1,2018-12-01,3,Ridge
month_sin,0.015182577236681604,0.004760367493603815,1,2018-12-01,3,Ridge
month_cos,0.008287273244106563,0.0009746354720777336,1,2018-12-01,3,Ridge
HospRisk_lag1,1.6702363519227602e-05,0.0007495962232518678,1,2018-12-01,3,Ridge
HospRisk_lag2,-0.0005569577630164079,0.00021670999436478508,1,2018-12-01,3,Ridge
HospRisk_lag3,-0.00013000306541812722,0.00035178965436272723,1,2018-12-01,3,Ridge
HospRisk_lag6,-6.287102600976979e-07,2.6182701605709946e-05,1,2018-12-01,3,Ridge
HospRisk_lag12,0.010190490739786173,0.0005929255968112317,1,2018-12-01,3,Ridge
HospRisk_rollmean3,-0.0004876347085450483,0.0007245929517000813,1,2018-12-01,3,Ridge
HospRisk_rollmean6,0.06721918684604726,0.0056868439842458615,1,2018-12-01,3,Ridge
HospRisk_rollmean12,0.3415121217139111,0.012455579009678114,1,2018-12-01,3,Ridge
HospRisk_ewm3,0.000462997787816577,0.00017451970909111627,1,2018-12-01,3,Ridge
HospRisk_ewm6,0.00206873118147205,0.0005680062900756526,1,2018-12-01,3,Ridge
HospRisk_ewm12,0.0024176419029109273,0.0005714330780215006,1,2018-12-01,3,Ridge
share_nature_fractures_rollmean12_lag1,0.011369528115321537,0.0014526084386657801,1,2018-12-01,3,Ridge
share_nature_other_rollmean12_lag1,0.0021524379283119344,0.0006825932838015205,1,2018-12-01,3,Ridge
share_nature_other_traumatic_rollmean12_lag1,0.0028312616780237997,0.0006115210802924419,1,2018-12-01,3,Ridge
share_nature_unspecified_traumatic_rollmean12_lag1,1.661448496399487e-05,0.0004965862484438093,1,2018-12-01,3,Ridge
share_event_contact_objects_rollmean12_lag1,0.002432318564301583,0.0007122881410935177,1,2018-12-01,3,Ridge
share_event_falls_slips_trips_rollmean12_lag1,0.01734643663699146,0.002903435721057857,1,2018-12-01,3,Ridge
share_event_other_rollmean12_lag1,0.0053364212396708076,0.001965704182585717,1,2018-12-01,3,Ridge
share_event_transportation_rollmean12_lag1,-0.0002893127979075816,0.0019412113595125451,1,2018-12-01,3,Ridge
year,0.0,0.0,1,2018-12-01,3,Lasso
month,0.02152025435344531,0.0026116551530692106,1,2018-12-01,3,Lasso
quarter,0.05019224640165504,0.0049820187775597635,1,2018-12-01,3,Lasso
month_sin,0.013200311698381095,0.004307987939365175,1,2018-12-01,3,Lasso
month_cos,0.008228571238393888,0.0009496585093236471,1,2018-12-01,3,Lasso
HospRisk_lag1,-0.000407265256581979,0.00025084574422352474,1,2018-12-01,3,Lasso
HospRisk_lag2,-0.00013483445314081964,3.270569599707311e-05,1,2018-12-01,3,Lasso
HospRisk_lag3,0.0,0.0,1,2018-12-01,3,Lasso
HospRisk_lag6,0.0,0.0,1,2018-12-01,3,Lasso
HospRisk_lag12,0.008616989769715578,0.0005167564224331246,1,2018-12-01,3,Lasso
HospRisk_rollmean3,-0.000594373248281943,0.000551304375153674,1,2018-12-01,3,Lasso
HospRisk_rollmean6,0.05242685257545453,0.004775859596967817,1,2018-12-01,3,Lasso
HospRisk_rollmean12,0.29246943937145664,0.01138015352125253,1,2018-12-01,3,Lasso
HospRisk_ewm3,0.0,0.0,1,2018-12-01,3,Lasso
HospRisk_ewm6,0.0,0.0,1,2018-12-01,3,Lasso
HospRisk_ewm12,0.0,0.0,1,2018-12-01,3,Lasso
share_nature_fractures_rollmean12_lag1,0.003631813609578183,0.0006398587552468425,1,2018-12-01,3,Lasso
share_nature_other_rollmean12_lag1,0.0003656487191060043,0.00029299524462783106,1,2018-12-01,3,Lasso
share_nature_other_traumatic_rollmean12_lag1,0.0003403771403624023,0.00013667166604572616,1,2018-12-01,3,Lasso
share_nature_unspecified_traumatic_rollmean12_lag1,0.0,0.0,1,2018-12-01,3,Lasso
share_event_contact_objects_rollmean12_lag1,0.0009474910696181671,0.0003618907144115818,1,2018-12-01,3,Lasso
share_event_falls_slips_trips_rollmean12_lag1,0.012480972655591106,0.002531271363117695,1,2018-12-01,3,Lasso
share_event_other_rollmean12_lag1,0.004180478041713109,0.0017349174346953406,1,2018-12-01,3,Lasso
share_event_transportation_rollmean12_lag1,-0.00018281331201668304,0.0017525152507183353,1,2018-12-01,3,Lasso
year,0.0,0.0,1,2018-12-01,3,ElasticNet
month,0.030171334609718013,0.0033551525837982746,1,2018-12-01,3,ElasticNet
quarter,0.06370419047592117,0.0058145042168651845,1,2018-12-01,3,ElasticNet
month_sin,0.014201636208422108,0.004540557492014201,1,2018-12-01,3,ElasticNet
month_cos,0.008297534923225002,0.0009662050212591864,1,2018-12-01,3,ElasticNet
HospRisk_lag1,-0.00041168095745374166,0.00030523063551454347,1,2018-12-01,3,ElasticNet
HospRisk_lag2,-0.0002073463749991511,5.2796993987943136e-05,1,2018-12-01,3,ElasticNet
HospRisk_lag3,0.0,0.0,1,2018-12-01,3,ElasticNet
HospRisk_lag6,0.0,0.0,1,2018-12-01,3,ElasticNet
HospRisk_lag12,0.009293733225781753,0.000553698085658562,1,2018-12-01,3,ElasticNet
HospRisk_rollmean3,-0.0005326825961941784,0.0007231718532390601,1,2018-12-01,3,ElasticNet
HospRisk_rollmean6,0.06372247339853279,0.0054521137962947235,1,2018-12-01,3,ElasticNet
HospRisk_rollmean12,0.3069049603809942,0.01165213553623379,1,2018-12-01,3,ElasticNet
HospRisk_ewm3,0.0,0.0,1,2018-12-01,3,ElasticNet
HospRisk_ewm6,0.0,0.0,1,2018-12-01,3,ElasticNet
HospRisk_ewm12,0.0,0.0,1,2018-12-01,3,ElasticNet
share_nature_fractures_rollmean12_lag1,0.005283203386451984,0.0008376999059682852,1,2018-12-01,3,ElasticNet
share_nature_other_rollmean12_lag1,0.0006903972627040677,0.000399844023970692,1,2018-12-01,3,ElasticNet
share_nature_other_traumatic_rollmean12_lag1,0.0008651686835277172,0.0002807317705254132,1,2018-12-01,3,ElasticNet
share_nature_unspecified_traumatic_rollmean12_lag1,-0.00041581103391136187,0.00014077433924625156,1,2018-12-01,3,ElasticNet
share_event_contact_objects_rollmean12_lag1,0.00328542234908451,0.0008403137339568199,1,2018-12-01,3,ElasticNet
share_event_falls_slips_trips_rollmean12_lag1,0.018707234234585823,0.0029958173413978362,1,2018-12-01,3,ElasticNet
share_event_other_rollmean12_lag1,0.005873254025124186,0.002063875421486001,1,2018-12-01,3,ElasticNet
share_event_transportation_rollmean12_lag1,0.00012945626713556369,0.001971908434322166,1,2018-12-01,3,ElasticNet
year,0.0,0.0,1,2018-12-01,3,PLS
month,0.03125499438503052,0.0036686498691964387,1,2018-12-01,3,PLS
quarter,0.05885245120120951,0.005708677511196208,1,2018-12-01,3,PLS
month_sin,0.011486385283100187,0.004257449376980685,1,2018-12-01,3,PLS
month_cos,0.009313020006688344,0.0010997612124085208,1,2018-12-01,3,PLS
HospRisk_lag1,-0.00037153499513268293,0.00046207116295489246,1,2018-12-01,3,PLS
HospRisk_lag2,-6.432449204115675e-05,1.7941355382466944e-05,1,2018-12-01,3,PLS
HospRisk_lag3,-8.825407283536979e-05,0.00020941589571378283,1,2018-12-01,3,PLS
HospRisk_lag6,5.795906078520652e-06,0.00010281738233757351,1,2018-12-01,3,PLS
HospRisk_lag12,0.012313008197863917,0.0007822636513058876,1,2018-12-01,3,PLS
HospRisk_rollmean3,-0.00038503779832473886,0.00033562141621060567,1,2018-12-01,3,PLS
HospRisk_rollmean6,0.08417150347861196,0.006452213286403481,1,2018-12-01,3,PLS
HospRisk_rollmean12,0.25552199551309557,0.010113335152784059,1,2018-12-01,3,PLS
HospRisk_ewm3,0.0032720043440115586,0.000804721357126145,1,2018-12-01,3,PLS
HospRisk_ewm6,-0.00028733021788429625,0.00038652755866308667,1,2018-12-01,3,PLS
HospRisk_ewm12,0.022117095495726224,0.0022630305914038474,1,2018-12-01,3,PLS
share_nature_fractures_rollmean12_lag1,0.015459856107483927,0.0018016970973052434,1,2018-12-01,3,PLS
share_nature_other_rollmean12_lag1,0.0028314598609226805,0.0008050138714406573,1,2018-12-01,3,PLS
share_nature_other_traumatic_rollmean12_lag1,0.00482225823726834,0.000924694922652164,1,2018-12-01,3,PLS
share_nature_unspecified_traumatic_rollmean12_lag1,0.0009999913575317932,0.0006399137294542533,1,2018-12-01,3,PLS
share_event_contact_objects_rollmean12_lag1,0.005746806201245691,0.0012664844180032852,1,2018-12-01,3,PLS
share_event_falls_slips_trips_rollmean12_lag1,0.024268465519544515,0.0031748430884273185,1,2018-12-01,3,PLS
share_event_other_rollmean12_lag1,0.007719201356526895,0.002274507844366987,1,2018-12-01,3,PLS
share_event_transportation_rollmean12_lag1,-3.550244171882655e-05,0.002076832677991286,1,2018-12-01,3,PLS
year,0.0,0.0,1,2018-12-01,3,XGBoost
month,0.004616237394032973,0.004381763056950809,1,2018-12-01,3,XGBoost
quarter,0.0,0.0,1,2018-12-01,3,XGBoost
month_sin,-0.00045071562958985955,0.0012707967677630474,1,2018-12-01,3,XGBoost
month_cos,0.0005331614476340119,0.0017698899945541335,1,2018-12-01,3,XGBoost
HospRisk_lag1,-0.0011098661275561138,0.002517628314061518,1,2018-12-01,3,XGBoost
HospRisk_lag2,0.004434922074518044,0.0010138913719599913,1,2018-12-01,3,XGBoost
HospRisk_lag3,0.002750249639936342,0.002990558219307689,1,2018-12-01,3,XGBoost
HospRisk_lag6,0.004621979790794683,0.003964088248781524,1,2018-12-01,3,XGBoost
HospRisk_lag12,0.002489691097570279,0.0018406672078016709,1,2018-12-01,3,XGBoost
HospRisk_rollmean3,-0.0010562329950528527,0.003187105814345695,1,2018-12-01,3,XGBoost
HospRisk_rollmean6,-0.000275752470973778,0.00402841395778434,1,2018-12-01,3,XGBoost
HospRisk_rollmean12,0.07904055841908264,0.007877863394953919,1,2018-12-01,3,XGBoost
HospRisk_ewm3,0.010784648504159866,0.0009368931223933675,1,2018-12-01,3,XGBoost
HospRisk_ewm6,0.003683112847415948,0.001482730702896881,1,2018-12-01,3,XGBoost
HospRisk_ewm12,0.0163144384926332,0.001708457965861903,1,2018-12-01,3,XGBoost
share_nature_fractures_rollmean12_lag1,0.0027616707609918966,0.0011826922167971214,1,2018-12-01,3,XGBoost
share_nature_other_rollmean12_lag1,-0.002112348209749626,0.0011519131063997732,1,2018-12-01,3,XGBoost
share_nature_other_traumatic_rollmean12_lag1,-0.0004146868716236818,0.0012149075399959677,1,2018-12-01,3,XGBoost
share_nature_unspecified_traumatic_rollmean12_lag1,-0.001201342638795111,0.0005866541947462607,1,2018-12-01,3,XGBoost
share_event_contact_objects_rollmean12_lag1,0.0018149426921381107,0.001962297918393904,1,2018-12-01,3,XGBoost
share_event_falls_slips_trips_rollmean12_lag1,-0.007316638048161716,0.0012596032898850233,1,2018-12-01,3,XGBoost
share_event_other_rollmean12_lag1,-0.0002208760475093663,0.0005260895156806983,1,2018-12-01,3,XGBoost
share_event_transportation_rollmean12_lag1,0.00364560437510445,0.001679973300428678,1,2018-12-01,3,XGBoost
year,0.0,0.0,1,2018-12-01,3,LightGBM
month,0.0023713448002827264,0.0039053741438513927,1,2018-12-01,3,LightGBM
quarter,0.0,0.0,1,2018-12-01,3,LightGBM
month_sin,0.0005320731001776435,0.0008918402100974675,1,2018-12-01,3,LightGBM
month_cos,-0.0002863699952983079,0.001975651737976643,1,2018-12-01,3,LightGBM
HospRisk_lag1,-0.0010994321809479012,0.0009223610830099849,1,2018-12-01,3,LightGBM
HospRisk_lag2,0.0013629775095750142,0.0009189981975799094,1,2018-12-01,3,LightGBM
HospRisk_lag3,-0.001437075197342752,0.0012908908489010107,1,2018-12-01,3,LightGBM
HospRisk_lag6,0.002953947208900809,0.00121275836050077,1,2018-12-01,3,LightGBM
HospRisk_lag12,-0.00015022279440164433,0.0013716400777926332,1,2018-12-01,3,LightGBM
